Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV8334	Bacteria	Firmicutes	Bacilli	RF39	unclassified	unclassified	unclassified
ASV9539	Bacteria	Firmicutes	Bacilli	RF39	unclassified	unclassified	unclassified
ASV3409	Bacteria	Firmicutes	Bacilli	RF39	unclassified	unclassified	unclassified
ASV8720	Bacteria	Firmicutes	Bacilli	RF39	unclassified	unclassified	unclassified
ASV3531	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	unclassified	unclassified
ASV3261	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	unclassified	unclassified	unclassified
ASV6698	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	unclassified
ASV5665	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Breznakia	unclassified
ASV9276	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	unclassified
ASV3147	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	unclassified
ASV8563	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera	unclassified
ASV6021	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	unclassified
ASV2657	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	unclassified
ASV4726	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	unclassified
ASV4583	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	unclassified	unclassified
ASV1654	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	unclassified
ASV3549	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	unclassified
ASV952	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	unclassified	unclassified
ASV1707	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unclassified
ASV4642	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unclassified
ASV5119	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unclassified
ASV3575	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unclassified
ASV6629	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	stercoricanis
ASV1391	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	unclassified
ASV4687	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	unclassified
ASV2335	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	unclassified	unclassified
ASV1343	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	unclassified	unclassified
ASV2925	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	unclassified	unclassified
ASV8170	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-006	unclassified
ASV7997	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	unclassified
ASV7400	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	unclassified
ASV5545	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	extructa
ASV710	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei
ASV5135	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	unclassified
ASV6783	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003	unclassified
ASV5193	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	unclassified
ASV6615	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Eggerthia	catenaformis
ASV6562	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	unclassified
ASV8599	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	macrosporangiidus
ASV9238	Bacteria	Firmicutes	Bacilli	Kyrpidiales	Kyrpidiaceae	Kyrpidia	spormannii
ASV9549	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	avium
ASV5782	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	unclassified
ASV8922	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	unclassified
ASV5394	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	ginsengisoli
ASV7280	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	permanentifrigoris
ASV9508	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	permanentifrigoris
ASV8149	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	unclassified	unclassified
ASV5077	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	unclassified
ASV6429	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	formosus
ASV8382	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	reuszeri
ASV3692	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	parabrevis
ASV8376	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	unclassified
ASV9389	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	thermoruber
ASV5437	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	urealyticum
ASV2727	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV9787	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	nanceiensis
ASV6980	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	sacheonensis
ASV4930	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified
ASV4384	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	unclassified
ASV4184	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	unclassified
ASV4512	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	plantaginis
ASV8996	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	unclassified
ASV5314	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Thermobacillus	unclassified
ASV7181	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified
ASV2757	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	mucilaginosus
ASV4931	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	mucilaginosus
ASV7086	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Saccharibacillus	unclassified
ASV8965	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	alginolyticus
ASV6205	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	pectinilyticus
ASV7256	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified
ASV6712	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified
ASV5892	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified
ASV3979	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	thermoaerophilus
ASV6791	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	prosopidis
ASV7802	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	kobensis
ASV7126	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	glycanilyticus
ASV8597	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	phyllosphaerae
ASV850	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	humicus
ASV8107	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	hunanensis
ASV5838	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	graminis
ASV7806	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified
ASV6300	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	camelliae
ASV8691	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	agaridevorans
ASV2535	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	populi
ASV5111	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Risungbinella	unclassified
ASV9259	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Geothermomicrobium	terrae
ASV8205	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified
ASV9783	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV9819	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	octavius
ASV7456	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	unclassified	unclassified
ASV8577	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	unclassified	unclassified
ASV9767	Bacteria	Firmicutes	Bacilli	Lactobacillales	P5D1-392	unclassified	unclassified
ASV2505	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unclassified
ASV419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactis
ASV5232	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactis
ASV2096	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	piscium
ASV3672	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	raffinolactis
ASV3396	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	minor
ASV4271	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	massiliensis
ASV1753	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans
ASV363	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans
ASV2793	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2701	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV5381	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV6074	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pseudoporcinus
ASV1161	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2548	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2455	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3456	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	thermophilus
ASV5375	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3895	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2073	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV11	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	salivarius
ASV2422	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3132	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV1531	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2538	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV102	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gordonii
ASV1580	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	constellatus
ASV8338	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2994	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus
ASV379	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus
ASV814	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	intermedius
ASV6559	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gordonii
ASV2271	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV5265	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3164	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis
ASV4260	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis
ASV1501	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2920	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis
ASV31	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis
ASV3689	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis
ASV4337	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2409	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3170	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2428	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis
ASV3177	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV6287	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis
ASV2432	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3648	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV929	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2865	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2377	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV1109	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3990	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV1893	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV8869	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV1409	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3650	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2872	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV847	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae
ASV4261	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV842	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV1782	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3113	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2384	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2364	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis
ASV1159	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV1103	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV6546	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV4464	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3415	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV3707	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2935	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV2360	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV9772	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV9811	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV7980	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV8988	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV8989	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	rubneri
ASV178	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV70	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis
ASV1765	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis
ASV1262	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis
ASV5017	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis
ASV4063	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis
ASV7717	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	equi
ASV7716	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	equi
ASV1543	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	lutetiensis
ASV312	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gallolyticus
ASV4125	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV1268	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	rupicaprae
ASV3476	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	rupicaprae
ASV4682	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	dysgalactiae
ASV4333	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	canis
ASV8921	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
ASV1591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	orisratti
ASV5055	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae
ASV659	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae
ASV2905	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	urinalis
ASV3474	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parauberis
ASV6430	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unclassified
ASV2084	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	gelidum
ASV4516	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	gelidum
ASV1743	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	gelidum
ASV3504	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	carnosum
ASV2746	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	kimchii
ASV4803	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	kimchii
ASV2916	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	carnosum
ASV1942	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	mesenteroides
ASV2884	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	lactis
ASV4110	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	pseudomesenteroides
ASV1483	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	pseudomesenteroides
ASV7446	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	jogaejeotgali
ASV4389	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	paramesenteroides
ASV3219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	koreensis
ASV1344	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	cibaria
ASV8370	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	soli
ASV3586	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	unclassified
ASV1225	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	incerta
ASV5760	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	funditum
ASV3555	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	inhibens
ASV2431	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV3298	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV3325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV46	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV4148	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV2369	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV685	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV1066	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV1201	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV4320	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	adiacens
ASV1998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV2763	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	unclassified	unclassified
ASV5218	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV4328	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	unclassified
ASV5169	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
ASV6138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	unclassified	unclassified
ASV5759	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	unclassified
ASV7661	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	italicus
ASV7925	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	italicus
ASV6197	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	italicus
ASV3997	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	gilvus
ASV7377	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	unclassified
ASV869	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	unclassified
ASV3477	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	unclassified
ASV3677	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	dispar
ASV1093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	unclassified
ASV4666	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	unclassified
ASV139	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium
ASV8899	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	unclassified
ASV4350	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	solitarius
ASV1939	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV78	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV9268	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV2882	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV3413	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
ASV4877	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	unclassified
