#Exported from mctoolsr
#ASV	EA05	EA08	EA07	EA04	EA18	EA26	EA12	EA34	EA13	EA25	EA20	EA21	EA22	EA27	EA33	EA15	EA80	FA59	FA61	EA70	EA84	FA77	EA69	FA50	EA82	EA74	FA46a	FA62	FA57	EA73	120EA	124EA	106EA	114EA	109EA	94EA	118EA	129EA	98EA	102EA	111EA	93EA	115EA	108EA	BE09	BE01	BE03	BE10	M-BE	BE06	BE35	BE28	BE31	BE29	BE23	BE16	BE30	BE32	BE37	BE38	BE39	BE41	BE60	BE81	BE53	BE51	BE68	BE77	BE66	BE69	BE72	BE45b	BE54	BE79	BE76	BE83	BE56	BE48	BE63	BE58	BE71	103BB	117BB	91BB	95BB	99BB	101BB	110BB	112BB	88BB	122BB	100BB	87BB	104BB	111BB	96BB	131BB	108BB	123BB	TO05	TO03	TO07	TO04	TO06	TO17	TO31	TO24	TO25	TO20	129TO	87TO	104TO	97TO	102TO	111TO	96TO	90TO	93TO	131TO	89TO	115TO	108TO	123TO	CA11	CA09	CA05	CA08	CA03	CA07	CA02	CA10	M-CA	CA06	CA18	CA19	CA35	CA17	CA26	CA28	CA31	CA12	CA43	CA29	CA34	CA13	CA23	CA24	CA25	CA14	CA16	CA20	CA21	CA30	CA32	CA22	CA42	CA37	CA27	CA36	CA38	CA39	CA33	CA41	CA15	CA80	CA60	CA81	CA59	CA49	CA68	CA84	CA86	CA77	CA65	CA66	CA69	CA85	CA52	CA72	CA50	CA45a	CA45b	CA54	CA82	CA67	CA83	CA46a	CA63	CA55	103CL	120CL	124CL	95CL	113CL	106CL	110CL	114CL	88CL	94CL	118CL	87CL	98CL	90CL	93CL	extractionblank	FA11	FA08	FA07	FA02	B-FA	FA18	FA19	FA26	FA12	FA43	FA13	FA25	FA14	FA22	FA42	FA36	FA33	FA40	FA80	EA59	EA49	FA70	FA84	EA77	EA52	EA72	EA45a	FA82	FA78	FA74	EA46a	EA46b	EA62	EA55	EA47	FA73	120FR	107FR	116FR	113FR	128FR	92FR	114FR	121FR	94FR	119FR	98FR	104FR	111FR	93FR	131FR	108FR	MO09	MO05	MO03	MO10	MO04	MO06	MO35	MO17	MO29	MO34	MO23	MO14	MO16	MO42	MO40	MO73	MO71	120MT	119MT	122MT	118MT	129MT	100MT	87MT	98MT	104MT	97MT	102MT	111MT	93MT	131MT	89MT	115MT	108MT	123MT	NegcontrolH2O	NegcontrolTris	NO11	NO09	NO01	NO03	NO10	NO42	NO37	NO27	NO36	NO38	NO39	NO33	NO40	NO41	NO15	NO80	117NS	124NS	116NS	91NS	95NS	113NS	128NS	99NS	106NS	92NS	101NS	114NS	121NS	112NS	130NS	109NS	105NS	88NS	94NS	119NS	122NS	118NS	129NS	100NS	87NS	104NS	97NS	102NS	111NS	96NS	90NS	93NS	131NS	89NS	115NS	108NS	123NS	PCRregNTC	PCRTDNTC	PCRwaterblank	Undetermined
ASV443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	21	0	0	0	0	0	0	0	63	63	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	56	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	29	0	0	0	91	0	0	0	12	0	0	0	0	0	0	259	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	15	0	0	0	0	0	0	0	12	45	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	97	0	0	0	0	0	0	0	18	0	0	0	0	0	0	128	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	26	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	24	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV442	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	24	5	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	56	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	3	156	7	0	0	3	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	261	9	0	53	30	80	550	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	4	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	26	0	0	0	0	0
ASV440	0	0	0	0	0	0	0	0	0	0	0	23	5	0	0	0	27	0	0	0	0	0	0	0	299	0	0	0	0	0	2	0	0	0	0	86	0	0	0	0	0	0	0	5	7	0	13	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	13	0	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	19	0	0	0	0	0	0	64	91	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	34	24	93	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	0	0	0	20	62	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	12	0	0	0	0	0	0	0	5	51	0	0	0	9	174	40	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	500	5	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	13	0	0	0	0	0	7	80	0	0	0	4	41	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	85	14	0	13	38	0	0	13	0	46	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	59	0	15	0	355	0	0	35	27	21	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	10	0	0	0	0	0	0	9	0	0	4	0	0	27	0	6	0	0	0	0	0	0	0	0	0	0	0	0	22	95	0	0	0	0	6	11	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	79	4	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	78	0	7	0	0	9	0	5	0	0	10	0	0	46	174	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0
ASV532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	111	0	0	25	0	12	11	4	8	0	0	55	0	13	0	0	0	0	0	0	0	0	21	0	0	0	0	5	26	5	19	6	89	53	0	5	8	14	0	0	68	0	0	0	0	6	13	49	10	0	47	0	15	18	0	13	0	6	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	23	0	0	5	0	0	6	12	124	0	16	14	9	8	0	0	0	8	13	72	0	0	30	0	0	0	0	22	0	4	13	0	14	11	0	0	19	0	0	0	0	0	23	0	0	0	0	8	23	0	0	14	0	0	0	27	0	23	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV196	22	128	4	12	64	218	0	5	166	0	142	58	3	124	12	32	411	0	0	24	0	10	14	0	7	0	0	180	59	53	0	6	71	0	127	72	15	97	0	23	218	27	4	112	0	14	25	0	0	72	18	139	74	40	108	6	36	0	4	8	20	9	87	78	30	50	404	7	13	239	0	46	11	12	68	37	7	9	142	44	8	86	0	47	266	0	363	43	15	152	0	31	61	0	11	45	5	29	39	193	43	49	0	27	4	23	29	281	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	64	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV113	0	12	0	0	22	22	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	35	28	0	15	0	0	28	0	0	113	0	0	32	0	44	35	0	18	50	0	0	0	14	0	3	0	58	0	66	95	17	10	52	4	0	78	0	0	78	0	0	5	0	0	0	0	0	16	0	0	68	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20	0	845	155	355	282	652	24	0	239	22	46	0	331	13	169	0	104	78	299	51	38	92	103	119	520	0	0	16	0	132	0	0	0	195	22	56	0	14	89	69	77	28	0	73	0	8	0	0	0	0	0	0	0	0	0	0	44	0	900	152	126	299	724	157	244	135	383	120	106	86	207	608	47	688	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV739	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	16	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	18	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV134	0	51	0	0	0	11	0	0	33	0	0	9	0	14	0	15	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	15	0	0	0	0	0	0	0	0	20	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	64	0	0	37	0	0	17	0	0	0	0	0	8	0	0	0	0	0	73	0	12	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	10	0	0	218	109	615	390	712	85	0	77	35	17	175	280	0	487	0	0	253	118	104	137	338	151	595	71	26	0	0	0	22	0	0	0	48	9	55	0	0	0	44	49	93	5	87	4	0	0	0	0	34	0	33	6	21	45	0	0	4	50	1170	605	75	105	0	15	33	284	0	68	50	95	119	45	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV45	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	289	0	17	17	48	52	73	70	43	28	63	16	102	37	136	103	63	481	0	36	26	144	164	59	672	4947	92	454	350	108	355	807	120	194	162	249	3014	80	218	560	72	151	355	101	366	207	81	357	68	511	300	121	188	628	171	526	296	461	794	318	93	312	448	146	249	973	55	109	193	425	140	326	3241	226	363	1222	109	325	830	46	214	47	416	283	53	668	7	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	10	0	0	0	0	0	17	64	0	0	0	0	0	0	0	0	0	141	157	0	0	0	0	0	16	0	0	0	0	0	0	0	0	67	0	95	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	153	0	0	9	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	145	31	0	0	0	0	0	55	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	62	117	0	0	0	35	63	0	156	1080	0	108	74	0	78	156	45	35	35	51	711	0	66	199	0	36	68	28	56	44	31	50	0	147	154	0	34	116	29	104	94	98	111	121	24	38	119	45	56	207	0	0	34	78	32	114	795	55	79	260	25	70	116	0	62	0	101	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
